country,country_code,country_code_2_digit,country_code_3_digit,cases_Count,deaths_Count,population,source,reported_date
Belgium,BEL,BE,BEL,1394,205,11455519,"Epidemic intelligence, national daily data",2020-04-18
Denmark,DNK,DK,DNK,194,15,5806081,"Epidemic intelligence, national daily data",2020-04-18
Armenia,ARM,AM,ARM,0,0,2963234,"Epidemic intelligence, national daily data",2020-02-09
Estonia,EST,EE,EST,7,0,1324820,"Epidemic intelligence, national daily data",2020-08-16
Cyprus,CYP,CY,CYP,19,0,875899,"Epidemic intelligence, national daily data",2020-04-07
Belarus,BLR,BY,BLR,941,4,9449321,"Epidemic intelligence, national daily data",2020-05-24
Albania,ALB,AL,ALB,153,4,2862427,"Epidemic intelligence, national daily data",2020-09-07
Iceland,ISL,IS,ISL,4,0,356991,"Epidemic intelligence, national daily data",2020-09-12
Netherlands,NLD,NL,NLD,1086,1,17282163,"Epidemic intelligence, national daily data",2020-09-14
Georgia,GEO,GE,GEO,1,0,3989175,"Epidemic intelligence, national daily data",2020-05-19
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-07-17
Liechtenstein,LIE,LI,LIE,3,0,38378,"Epidemic intelligence, national daily data",2020-04-03
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-02-25
Latvia,LVA,LV,LVA,6,0,1919968,"Epidemic intelligence, national daily data",2020-08-08
Italy,ITA,IT,ITA,412,6,60359546,"Epidemic intelligence, national daily data",2020-08-12
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-06-22
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-07-01
Moldova,MDA,MD,MDA,307,7,4033963,"Epidemic intelligence, national daily data",2020-07-24
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-01-04
Moldova,MDA,MD,MDA,777,11,4033963,"Epidemic intelligence, national daily data",2020-10-23
Finland,FIN,FI,FIN,2,0,5517919,"Epidemic intelligence, national daily data",2020-07-13
Georgia,GEO,GE,GEO,314,5,3989175,"Epidemic intelligence, national daily data",2020-09-29
Greece,GRC,EL,GRC,0,0,10724599,"Epidemic intelligence, national daily data",2020-03-04
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-10-14
Greece,GRC,EL,GRC,28,0,10724599,"Epidemic intelligence, national daily data",2020-07-04
Ireland,IRL,IE,IRL,605,9,4904240,"Epidemic intelligence, national daily data",2020-10-04
Finland,FIN,FI,FIN,90,3,5517919,"Epidemic intelligence, national daily data",2020-04-14
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-02-07
Hungary,HUN,HU,HUN,28,9,9772756,"Epidemic intelligence, national daily data",2020-05-08
Georgia,GEO,GE,GEO,4,0,3989175,"Epidemic intelligence, national daily data",2020-06-12
Georgia,GEO,GE,GEO,15,0,3989175,"Epidemic intelligence, national daily data",2020-08-22
Hungary,HUN,HU,HUN,55,2,9772756,"Epidemic intelligence, national daily data",2020-04-05
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-06-16
Luxembourg,LUX,LU,LUX,8,1,613894,"Epidemic intelligence, national daily data",2020-05-16
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-02-20
Malta,MLT,MT,MLT,65,1,493559,"Epidemic intelligence, national daily data",2020-09-20
Finland,FIN,FI,FIN,294,0,5517919,"Epidemic intelligence, national daily data",2020-10-21
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-03-10
Netherlands,NLD,NL,NLD,69,2,17282163,"Epidemic intelligence, national daily data",2020-06-28
Greece,GRC,EL,GRC,482,10,10724599,"Epidemic intelligence, national daily data",2020-10-18
Netherlands,NLD,NL,NLD,110,3,17282163,"Epidemic intelligence, national daily data",2020-06-26
Greece,GRC,EL,GRC,156,5,10724599,"Epidemic intelligence, national daily data",2020-04-22
Ireland,IRL,IE,IRL,129,12,4904240,"Epidemic intelligence, national daily data",2020-05-16
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-01-27
United Kingdom,GBR,UK,GBR,0,0,66647112,"Epidemic intelligence, national daily data",2020-02-19
Slovenia,SVN,SI,SVN,5,0,2080908,"Epidemic intelligence, national daily data",2020-03-06
Russia,RUS,RU,RUS,7176,154,145934460,"Epidemic intelligence, national daily data",2020-06-25
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-07-31
Slovenia,SVN,SI,SVN,0,2,2080908,"Epidemic intelligence, national daily data",2020-05-04
North Macedonia,MKD,MK,MKD,29,0,2077132,"Epidemic intelligence, national daily data",2020-05-15
North Macedonia,MKD,MK,MKD,107,1,2077132,"Epidemic intelligence, national daily data",2020-04-17
Ukraine,UKR,UA,UKR,800,27,43733759,"Epidemic intelligence, national daily data",2020-07-12
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-02-19
Sweden,SWE,SE,SWE,259,53,10230185,"Epidemic intelligence, national daily data",2020-05-18
Serbia,SRB,RS,SRB,0,0,6963764,"Epidemic intelligence, national daily data",2020-01-15
Portugal,PRT,PT,PRT,0,0,10276617,"Epidemic intelligence, national daily data",2020-01-06
Slovakia,SVK,SK,SVK,0,0,5450421,"Epidemic intelligence, national daily data",2020-01-11
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-06-07
Switzerland,CHE,CH,CHE,294,1,8544527,"Epidemic intelligence, national daily data",2020-08-23
North Macedonia,MKD,MK,MKD,67,3,2077132,"Epidemic intelligence, national daily data",2020-09-11
Portugal,PRT,PT,PRT,257,13,10276617,"Epidemic intelligence, national daily data",2020-05-31
United Kingdom,GBR,UK,GBR,421,8,66647112,"Epidemic intelligence, national daily data",2020-07-27
United Kingdom,GBR,UK,GBR,743,5,66647112,"Epidemic intelligence, national daily data",2020-08-03
Serbia,SRB,RS,SRB,757,3,6963764,"Epidemic intelligence, national daily data",2020-10-25
Russia,RUS,RU,RUS,17340,283,145934460,"Epidemic intelligence, national daily data",2020-10-24
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-06-25
North Macedonia,MKD,MK,MKD,139,4,2077132,"Epidemic intelligence, national daily data",2020-09-14
Russia,RUS,RU,RUS,10699,98,145934460,"Epidemic intelligence, national daily data",2020-05-09
Switzerland,CHE,CH,CHE,168,7,8544527,"Epidemic intelligence, national daily data",2020-04-21
Turkey,TUR,TR,TUR,3013,76,82003882,"Epidemic intelligence, national daily data",2020-04-05
Poland,POL,PL,POL,624,7,37972812,"Epidemic intelligence, national daily data",2020-08-10
Croatia,HRV,HR,HRV,47,4,4076246,"Epidemic intelligence, national daily data",2020-04-05
Bosnia and Herzegovina,BIH,BA,BIH,225,14,3280815,"Epidemic intelligence, national daily data",2020-09-30
Armenia,ARM,AM,ARM,0,0,2963234,"Epidemic intelligence, national daily data",2020-02-26
Belgium,BEL,BE,BEL,171,26,11455519,"Epidemic intelligence, national daily data",2020-05-29
Croatia,HRV,HR,HRV,0,1,4076246,"Epidemic intelligence, national daily data",2020-05-27
Azerbaijan,AZE,AZ,AZE,188,2,10139175,"Epidemic intelligence, national daily data",2020-08-30
Czechia,CZE,CZ,CZE,0,0,10649800,"Epidemic intelligence, national daily data",2020-01-24
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-06-22
Czechia,CZE,CZ,CZE,34,0,10649800,"Epidemic intelligence, national daily data",2020-03-14
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-01-25
Armenia,ARM,AM,ARM,145,1,2963234,"Epidemic intelligence, national daily data",2020-05-08
Azerbaijan,AZE,AZ,AZE,3,0,10139175,"Epidemic intelligence, national daily data",2020-03-06
Andorra,AND,AD,AND,1,0,76177,"Epidemic intelligence, national daily data",2020-04-24
Albania,ALB,AL,ALB,45,3,2862427,"Epidemic intelligence, national daily data",2020-07-02
Bosnia and Herzegovina,BIH,BA,BIH,0,0,3280815,"Epidemic intelligence, national daily data",2020-01-14
Austria,AUT,AT,AUT,4,0,8858775,"Epidemic intelligence, national daily data",2020-03-03
Azerbaijan,AZE,AZ,AZE,105,0,10139175,"Epidemic intelligence, national daily data",2020-04-09
Czechia,CZE,CZ,CZE,14150,106,10649800,"Epidemic intelligence, national daily data",2020-10-23
Croatia,HRV,HR,HRV,0,0,4076246,"Epidemic intelligence, national daily data",2020-06-01
Bosnia and Herzegovina,BIH,BA,BIH,0,0,3280815,"Epidemic intelligence, national daily data",2020-10-12
Bosnia and Herzegovina,BIH,BA,BIH,453,5,3280815,"Epidemic intelligence, national daily data",2020-10-09
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-06-18
Denmark,DNK,DK,DNK,3,0,5806081,"Epidemic intelligence, national daily data",2020-03-07
Belarus,BLR,BY,BLR,171,4,9449321,"Epidemic intelligence, national daily data",2020-07-19
Germany,DEU,DE,DEU,687,6,83019213,"Epidemic intelligence, national daily data",2020-06-27
Georgia,GEO,GE,GEO,0,0,3989175,"Epidemic intelligence, national daily data",2020-01-25
Finland,FIN,FI,FIN,0,0,5517919,"Epidemic intelligence, national daily data",2020-01-17
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-05-15
Lithuania,LTU,LT,LTU,36,0,2794184,"Epidemic intelligence, national daily data",2020-09-06
Ireland,IRL,IE,IRL,0,0,4904240,"Epidemic intelligence, national daily data",2020-01-31
Netherlands,NLD,NL,NLD,868,122,17282163,"Epidemic intelligence, national daily data",2020-04-15
Germany,DEU,DE,DEU,966,4,83019213,"Epidemic intelligence, national daily data",2020-08-11
Monaco,MCO,MC,MCO,2,0,33085,"Epidemic intelligence, national daily data",2020-09-03
Moldova,MDA,MD,MDA,120,9,4033963,"Epidemic intelligence, national daily data",2020-08-04
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-08-11
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-02-11
Netherlands,NLD,NL,NLD,421,0,17282163,"Epidemic intelligence, national daily data",2020-09-04
Monaco,MCO,MC,MCO,6,0,33085,"Epidemic intelligence, national daily data",2020-08-26
Italy,ITA,IT,ITA,1965,269,60359546,"Epidemic intelligence, national daily data",2020-05-02
Italy,ITA,IT,ITA,1365,4,60359546,"Epidemic intelligence, national daily data",2020-08-31
France,FRA,FR,FRA,48,1,67012883,"Epidemic intelligence, national daily data",2020-03-03
France,FRA,FR,FRA,2,0,67012883,"Epidemic intelligence, national daily data",2020-02-26
Georgia,GEO,GE,GEO,1,0,3989175,"Epidemic intelligence, national daily data",2020-03-01
Georgia,GEO,GE,GEO,13,0,3989175,"Epidemic intelligence, national daily data",2020-06-02
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-04-25
Montenegro,MNE,ME,MNE,60,1,622182,"Epidemic intelligence, national daily data",2020-08-03
Montenegro,MNE,ME,MNE,0,0,622182,"Epidemic intelligence, national daily data",2020-04-28
Ireland,IRL,IE,IRL,8,8,4904240,"Epidemic intelligence, national daily data",2020-06-10
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-01-12
France,FRA,FR,FRA,0,0,67012883,"Epidemic intelligence, national daily data",2020-01-13
Finland,FIN,FI,FIN,21,1,5517919,"Epidemic intelligence, national daily data",2020-08-18
Greece,GRC,EL,GRC,19,0,10724599,"Epidemic intelligence, national daily data",2020-07-19
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-07-24
Moldova,MDA,MD,MDA,868,15,4033963,"Epidemic intelligence, national daily data",2020-09-27
Jersey,JEY,JE,JEY,5,0,107796,"Epidemic intelligence, national daily data",2020-10-01
Moldova,MDA,MD,MDA,102,2,4033963,"Epidemic intelligence, national daily data",2020-04-13
Lithuania,LTU,LT,LTU,3,0,2794184,"Epidemic intelligence, national daily data",2020-06-23
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-02-23
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-06-05
Hungary,HUN,HU,HUN,67,12,9772756,"Epidemic intelligence, national daily data",2020-04-15
Netherlands,NLD,NL,NLD,164,2,17282163,"Epidemic intelligence, national daily data",2020-06-12
United Kingdom,GBR,UK,GBR,26687,191,66647112,"Epidemic intelligence, national daily data",2020-10-22
Portugal,PRT,PT,PRT,312,3,10276617,"Epidemic intelligence, national daily data",2020-07-18
Slovenia,SVN,SI,SVN,0,0,2080908,"Epidemic intelligence, national daily data",2020-03-01
Romania,ROU,RO,ROU,306,32,19414458,"Epidemic intelligence, national daily data",2020-04-22
Sweden,SWE,SE,SWE,491,42,10230185,"Epidemic intelligence, national daily data",2020-05-26
Switzerland,CHE,CH,CHE,528,3,8544527,"Epidemic intelligence, national daily data",2020-09-12
Russia,RUS,RU,RUS,4995,114,145934460,"Epidemic intelligence, national daily data",2020-09-04
North Macedonia,MKD,MK,MKD,19,4,2077132,"Epidemic intelligence, national daily data",2020-05-21
United Kingdom,GBR,UK,GBR,816,18,66647112,"Epidemic intelligence, national daily data",2020-08-11
Spain,ESP,ES,ESP,12183,48,46937060,"Epidemic intelligence, national daily data",2020-09-11
Ukraine,UKR,UA,UKR,2671,37,43733759,"Epidemic intelligence, national daily data",2020-09-29
Norway,NOR,NO,NOR,0,0,5328212,"Epidemic intelligence, national daily data",2020-02-09
North Macedonia,MKD,MK,MKD,90,8,2077132,"Epidemic intelligence, national daily data",2020-07-17
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-01-10
United Kingdom,GBR,UK,GBR,5,0,66647112,"Epidemic intelligence, national daily data",2020-02-27
San Marino,SMR,SM,SMR,4,1,34453,"Epidemic intelligence, national daily data",2020-05-24
Russia,RUS,RU,RUS,10899,107,145934460,"Epidemic intelligence, national daily data",2020-05-13
North Macedonia,MKD,MK,MKD,53,0,2077132,"Epidemic intelligence, national daily data",2020-04-19
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-06-11
Romania,ROU,RO,ROU,1391,35,19414458,"Epidemic intelligence, national daily data",2020-09-12
Serbia,SRB,RS,SRB,67,2,6963764,"Epidemic intelligence, national daily data",2020-10-13
Romania,ROU,RO,ROU,1309,41,19414458,"Epidemic intelligence, national daily data",2020-08-06
North Macedonia,MKD,MK,MKD,117,10,2077132,"Epidemic intelligence, national daily data",2020-07-21
Slovakia,SVK,SK,SVK,0,0,5450421,"Epidemic intelligence, national daily data",2020-01-10
Russia,RUS,RU,RUS,10559,86,145934460,"Epidemic intelligence, national daily data",2020-05-07
Slovakia,SVK,SK,SVK,0,0,5450421,"Epidemic intelligence, national daily data",2020-01-29
Portugal,PRT,PT,PRT,533,16,10276617,"Epidemic intelligence, national daily data",2020-05-08
Albania,ALB,AL,ALB,1,0,2862427,"Epidemic intelligence, national daily data",2020-05-20
Andorra,AND,AD,AND,130,0,76177,"Epidemic intelligence, national daily data",2020-09-29
Denmark,DNK,DK,DNK,116,8,5806081,"Epidemic intelligence, national daily data",2020-05-04
Belgium,BEL,BE,BEL,1709,6,11455519,"Epidemic intelligence, national daily data",2020-09-19
Cyprus,CYP,CY,CYP,0,0,875899,"Epidemic intelligence, national daily data",2020-01-23
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-09-28
Austria,AUT,AT,AUT,805,22,8858775,"Epidemic intelligence, national daily data",2020-03-31
Azerbaijan,AZE,AZ,AZE,0,0,10139175,"Epidemic intelligence, national daily data",2020-02-05
Andorra,AND,AD,AND,299,2,76177,"Epidemic intelligence, national daily data",2020-10-13
Belarus,BLR,BY,BLR,1,0,9449321,"Epidemic intelligence, national daily data",2020-02-28
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-01-28
Belgium,BEL,BE,BEL,99,1,11455519,"Epidemic intelligence, national daily data",2020-03-11
Denmark,DNK,DK,DNK,65,7,5806081,"Epidemic intelligence, national daily data",2020-05-22
Andorra,AND,AD,AND,7,0,76177,"Epidemic intelligence, national daily data",2020-06-04
Bosnia and Herzegovina,BIH,BA,BIH,80,12,3280815,"Epidemic intelligence, national daily data",2020-09-29
Bulgaria,BGR,BG,BGR,0,0,7000039,"Epidemic intelligence, national daily data",2020-01-17
Armenia,ARM,AM,ARM,706,7,2963234,"Epidemic intelligence, national daily data",2020-07-05
Croatia,HRV,HR,HRV,68,1,4076246,"Epidemic intelligence, national daily data",2020-04-04
Albania,ALB,AL,ALB,0,0,2862427,"Epidemic intelligence, national daily data",2020-02-13
Albania,ALB,AL,ALB,67,6,2862427,"Epidemic intelligence, national daily data",2020-07-26
Armenia,ARM,AM,ARM,72,0,2963234,"Epidemic intelligence, national daily data",2020-04-22
Denmark,DNK,DK,DNK,217,14,5806081,"Epidemic intelligence, national daily data",2020-04-23
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-01-28
Denmark,DNK,DK,DNK,482,0,5806081,"Epidemic intelligence, national daily data",2020-10-10
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-03-05
Kosovo,RKS,,,3,0,1798506,"Epidemic intelligence, national daily data",2020-03-30
Greece,GRC,EL,GRC,19,1,10724599,"Epidemic intelligence, national daily data",2020-06-21
Lithuania,LTU,LT,LTU,7,0,2794184,"Epidemic intelligence, national daily data",2020-07-27
Kosovo,RKS,,,46,1,1798506,"Epidemic intelligence, national daily data",2020-09-26
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-06-14
Isle of Man,IMN,,,4,0,85032,"Epidemic intelligence, national daily data",2020-05-03
Netherlands,NLD,NL,NLD,247,0,17282163,"Epidemic intelligence, national daily data",2020-07-30
Moldova,MDA,MD,MDA,0,0,4033963,"Epidemic intelligence, national daily data",2020-02-05
Germany,DEU,DE,DEU,815,10,83019213,"Epidemic intelligence, national daily data",2020-07-24
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-05-22
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-06-05
Italy,ITA,IT,ITA,0,0,60359546,"Epidemic intelligence, national daily data",2020-02-21
Luxembourg,LUX,LU,LUX,3,0,613894,"Epidemic intelligence, national daily data",2020-06-11
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-09-01
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-02-06
Kosovo,RKS,,,194,4,1798506,"Epidemic intelligence, national daily data",2020-07-30
France,FRA,FR,FRA,2846,18,67012883,"Epidemic intelligence, national daily data",2020-08-15
Guernsey,GGY,GG,GGY,3,0,64468,"Epidemic intelligence, national daily data",2020-03-25
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-06-24
Greece,GRC,EL,GRC,408,6,10724599,"Epidemic intelligence, national daily data",2020-10-14
Lithuania,LTU,LT,LTU,53,0,2794184,"Epidemic intelligence, national daily data",2020-09-13
Italy,ITA,IT,ITA,1501,6,60359546,"Epidemic intelligence, national daily data",2020-09-13
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-01-07
Italy,ITA,IT,ITA,169,13,60359546,"Epidemic intelligence, national daily data",2020-07-14
